序号,交易对,卖量暴涨倍数,当日买量倍数,当日卖量倍数,买卖量比值,信号时未平仓量,建仓时未平仓量,未平仓量比率,买量加速度,信号时间,信号价,建仓日期,建仓具体时间,建仓后持仓数,平仓后持仓数,建仓5分钟时刻,建仓时多空比,建仓价,建仓涨幅%,平仓日期,平仓具体时间,平仓价,持仓小时数,盈亏百分比,建仓手续费,补仓手续费,平仓手续费,交易手续费合计,资金费,资金费次数,平均费率%,盈亏金额,扣交易费后,最终净盈亏,真实盈亏金额,余额,连续爆,2小时判断,12小时判断,平仓原因,基差%,杠杆倍数,仓位金额,是否有补仓,补仓价格,补仓后平均价,2h收盘价,2h涨幅%,2h最大跌幅%,12h收盘价,12h涨幅%,12h最大跌幅%,24h收盘价,24小时涨幅%,24h最大跌幅%,72h最大跌幅%,最大跌幅%,2小时最大涨幅%,24小时最大涨幅%,止盈阈值%,建仓时账户多空比,信号时账户多空比,多空比变化率,当前5m时间,当前5m收盘价,当前浮盈金额,当前浮盈百分比
72,EDUUSDT,52.5,27.4,26.2,1.045,"$3,965,269","$4,816,025",0.823,0.0000,2026-04-08 05:00,0.056610,2026-04-08,2026-04-08 06:00:00,5,4,2026-04-08 06:00:00,1.89,0.053040,-6.31%,2026-04-08,2026-04-08 14:35:00,0.047206,8.58,11.00%,5.8129,,5.1735,10.9864,0.0000,,,3197.12,3186.13,3186.13,3186.13,36296.91,是,中（改成20%）,中（保持20%）,take_profit,0.0000%,5.0,5812.94,否,,,0.053270,0.43%,4.19%,0.045970,-13.33%,14.88%,0.045050,,18.40%,18.51%,11.37%,7.30%,,11.0%,1.8868,1.9223,0.9815,,,,
73,XMRUSDT,32.9,12.7,18.7,0.679,"$22,880,897","$24,674,698",0.927,0.0000,2026-04-08 14:00,328.140000,2026-04-08,2026-04-08 15:00:00,5,2,2026-04-08 15:00:00,0.99,328.860000,0.22%,2026-04-11,2026-04-11 14:55:00,338.610000,71.92,-2.96%,6.4183,,6.6086,13.0269,0.0000,,,-951.44,-964.47,-964.47,-964.47,35332.44,否,中（改成20%）,弱（12%）,max_hold_time,0.0000%,5.0,6418.30,否,,,335.420000,1.99%,0.71%,326.050000,-0.85%,2.33%,332.680000,1.16%,2.33%,2.33%,2.33%,2.85%,,,0.9948,1.0202,0.9751,,,,
74,AGTUSDT,127.0,3.0,3.8,0.804,"$5,210,181","$7,489,834",0.696,0.0000,2026-04-09 12:00,0.014957,2026-04-09,2026-04-09 13:00:00,5,4,2026-04-09 13:00:00,0.51,0.014633,-2.17%,2026-04-09,2026-04-09 21:30:00,0.016535,8.5,-13.00%,6.6130,,7.4727,14.0858,0.0000,,,-4298.47,-4312.56,-4312.56,-4312.56,31019.88,是,中（改成20%）,中（保持20%）,stop_loss,0.4886%,5.0,6613.03,否,,,0.014816,1.25%,2.54%,0.015482,5.80%,5.97%,0.014914,,6.91%,21.39%,5.97%,7.46%,,,0.5088,0.6510,0.7816,,,,
75,PARTIUSDT,63.8,62.4,66.7,0.935,"$7,206,734","$6,780,092",1.063,0.0000,2026-04-09 21:00,0.049590,2026-04-09,2026-04-09 22:00:00,5,1,2026-04-09 22:00:00,0.93,0.050670,2.18%,2026-04-10,2026-04-10 20:30:00,0.057257,22.5,-13.00%,5.7936,,6.5468,12.3405,0.0000,,,-3765.87,-3778.21,-3778.21,-3778.21,27241.67,否,中（改成20%）,弱（12%）,stop_loss,-0.1055%,5.0,5793.65,否,,,0.049350,-2.61%,7.16%,0.048230,-4.82%,7.16%,0.053290,,7.22%,13.52%,7.22%,0.95%,,,0.9346,1.0182,0.9179,,,,
76,MINAUSDT,57.5,58.4,86.5,0.675,"$2,222,095","$3,335,639",0.666,0.0000,2026-04-10 00:00,0.059400,2026-04-10,2026-04-10 01:00:00,5,4,2026-04-10 01:00:00,1.30,0.059230,-0.29%,2026-04-13,2026-04-13 00:55:00,0.056300,71.92,4.95%,5.3592,,5.0941,10.4532,0.0000,,,1325.54,1315.09,1315.09,1315.09,28556.76,否,中（改成20%）,弱（12%）,max_hold_time,-1.3103%,5.0,5359.17,否,,,0.059940,1.20%,1.10%,0.057920,-2.21%,3.06%,0.057080,-3.63%,4.61%,6.31%,6.31%,3.56%,,,1.3026,1.3073,0.9964,,,,
77,ILVUSDT,217.8,10.7,12.8,0.839,"$1,764,603","$3,368,748",0.524,0.0000,2026-04-10 12:00,4.992000,2026-04-10,2026-04-10 13:00:00,5,3,2026-04-10 13:00:00,1.62,5.157000,3.31%,2026-04-10,2026-04-10 20:00:00,4.589730,7.0,11.00%,5.3592,,4.7697,10.1288,0.0000,,,2947.54,2937.41,2937.41,2937.41,31494.17,是,中（改成20%）,中（保持20%）,take_profit,-3.5318%,5.0,5359.17,否,,,5.242000,1.65%,4.25%,4.458000,-13.55%,14.70%,4.381000,,17.14%,19.14%,12.00%,12.86%,,11.0%,1.6192,2.3670,0.6841,,,,
78,LPTUSDT,33.1,5.4,7.3,0.742,"$3,301,023","$4,158,443",0.794,0.0000,2026-04-10 13:00,2.193000,2026-04-10,2026-04-10 14:00:00,5,4,2026-04-10 14:00:00,1.70,2.365000,7.84%,2026-04-10,2026-04-10 14:55:00,2.672450,0.92,-13.00%,5.9173,,6.6865,12.6038,0.0000,,,-3846.23,-3858.83,-3858.83,-3858.83,27635.34,是,强（2h内默认）,强（保持30%）,stop_loss,-2.2593%,5.0,5917.28,否,,,2.432000,2.83%,7.53%,2.188000,-7.48%,8.88%,2.152000,,10.32%,14.59%,7.53%,16.07%,,,1.6983,1.6378,1.0369,,,,
79,BANANAUSDT,44.9,6.9,9.2,0.749,"$1,964,222","$2,265,706",0.867,0.0000,2026-04-10 14:00,3.609000,2026-04-10,2026-04-10 15:00:00,5,3,2026-04-10 15:00:00,2.24,3.593000,-0.44%,2026-04-13,2026-04-13 14:55:00,3.410000,71.92,5.09%,5.1841,,4.9201,10.1042,0.0000,,,1320.19,1310.09,1310.09,1310.09,28945.42,否,中（改成20%）,弱（12%）,max_hold_time,-0.0241%,5.0,5184.10,否,,,3.578000,-0.42%,2.39%,3.443000,-4.17%,5.07%,3.479000,-3.17%,5.07%,7.38%,7.38%,0.86%,,,2.2425,2.4130,0.9293,,,,
80,FFUSDT,246.2,97.9,138.2,0.708,"$45,577,234","$42,802,226",1.065,0.0000,2026-04-10 19:00,0.134740,2026-04-10,2026-04-10 20:00:00,5,3,2026-04-10 20:00:00,1.07,0.123770,-8.14%,2026-04-10,2026-04-10 22:40:00,0.110155,2.67,11.00%,5.1841,,4.6138,9.7979,0.0000,,,2851.25,2841.46,2841.46,2841.46,31786.88,是,中（改成20%）,中（保持20%）,take_profit,-0.4760%,5.0,5184.10,否,,,0.113330,-8.44%,9.48%,0.093700,-24.30%,26.40%,0.092390,,27.23%,38.98%,13.53%,9.39%,,11.0%,1.0704,0.7250,1.4764,,,,
81,CKBUSDT,224.3,392.5,743.9,0.528,"$1,355,459","$2,281,077",0.594,0.0000,2026-04-11 00:00,0.001529,2026-04-11,2026-04-11 01:00:00,4,3,2026-04-11 01:00:00,1.99,0.001521,-0.52%,2026-04-14,2026-04-14 00:55:00,0.001502,71.92,1.25%,5.5407,,5.4715,11.0122,0.0000,,,346.07,335.06,335.06,335.06,32121.93,是,中（改成20%）,弱（12%）,max_hold_time,-0.4914%,5.0,5540.72,否,,,0.001508,-0.85%,2.10%,0.001464,-3.75%,4.34%,0.001474,-3.09%,4.34%,5.85%,5.85%,1.78%,,,1.9922,2.4783,0.8039,,,,
82,FFUSDT,39.6,97.9,138.2,0.708,"$36,094,164","$36,957,306",0.977,0.0000,2026-04-10 23:00,0.108000,2026-04-11,2026-04-11 00:00:00,4,4,2026-04-11 00:00:00,1.21,0.108080,0.07%,2026-04-11,2026-04-11 02:05:00,0.096191,2.08,11.00%,5.5407,,4.9312,10.4720,0.0000,,,3047.40,3036.93,3036.93,3036.93,35158.86,是,中（改成20%）,中（保持20%）,take_profit,-1.7943%,5.0,5540.72,否,,,0.098050,-9.28%,10.73%,0.092440,-14.47%,16.66%,0.088230,,20.04%,30.12%,11.57%,3.14%,,11.0%,1.2080,1.1561,1.0449,,,,
83,CROSSUSDT,275.5,96.4,109.1,0.884,"$541,578","$2,354,342",0.230,0.0000,2026-04-11 06:00,0.098150,2026-04-11,2026-04-11 07:00:00,5,4,2026-04-11 07:00:00,1.51,0.085600,-12.79%,2026-04-12,2026-04-12 03:25:00,0.076184,20.42,11.00%,6.1177,,5.4448,11.5625,0.0000,,,3364.76,3353.19,3353.19,3353.19,38512.05,是,中（改成20%）,弱（12%）,take_profit,0.6196%,5.0,6117.74,否,,,0.080710,-5.71%,11.45%,0.081200,-5.14%,11.45%,0.071620,,19.16%,24.24%,18.56%,16.33%,,11.0%,1.5069,2.9510,0.5106,,,,
84,SKYAIUSDT,110.3,4.7,5.5,0.856,"$37,555,753","$40,772,081",0.921,0.0000,2026-04-11 14:00,0.134320,2026-04-11,2026-04-11 15:00:00,5,4,2026-04-11 15:00:00,0.84,0.133610,-0.53%,2026-04-11,2026-04-11 16:35:00,0.117577,1.58,12.00%,6.1177,,5.3836,11.5014,0.0000,,,3670.64,3659.14,3659.14,3659.14,42171.20,是,强（2h内默认）,强（保持30%）,take_profit,0.4961%,5.0,6117.74,否,,,0.114500,-14.30%,18.97%,0.116790,-12.59%,21.27%,0.127900,,22.35%,22.74%,18.97%,5.53%,,12.0%,0.8386,0.9095,0.9220,,,,
85,TAGUSDT,162.0,5.0,5.5,0.914,"$7,874,157","$7,445,199",1.058,0.0000,2026-04-11 16:00,0.000691,2026-04-11,2026-04-11 17:00:00,5,3,2026-04-11 17:00:00,0.96,0.000727,5.12%,2026-04-12,2026-04-12 04:20:00,0.000821,11.33,-13.00%,6.8130,,7.6987,14.5116,0.0000,,,-4428.43,-4442.95,-4442.95,-4442.95,37728.25,是,中（改成20%）,中（保持20%）,stop_loss,0.2200%,5.0,6812.98,否,,,0.000730,0.41%,7.18%,0.000843,15.96%,7.18%,0.000834,,7.18%,7.18%,7.18%,5.37%,,,0.9581,1.0251,0.9346,,,,
86,CTSIUSDT,38.2,11.2,13.1,0.854,"$3,248,151","$4,121,047",0.788,0.0000,2026-04-12 07:00,0.035800,2026-04-12,2026-04-12 08:00:00,4,3,2026-04-12 08:00:00,0.56,0.035300,-1.40%,2026-04-12,2026-04-12 19:00:00,0.031417,11.0,11.00%,6.6059,,5.8793,12.4852,0.0000,,,3633.26,3620.77,3620.77,3620.77,41349.02,否,中（改成20%）,中（保持20%）,take_profit,-0.9684%,5.0,6605.92,否,,,0.033700,-4.53%,7.08%,0.032000,-9.35%,12.46%,0.031100,,13.31%,15.01%,12.46%,2.83%,,11.0%,0.5591,0.5035,1.1104,,,,
87,SYSUSDT,136.8,259.4,523.2,0.496,"$987,005","$1,455,278",0.678,0.0000,2026-04-12 09:00,0.011100,2026-04-12,2026-04-12 10:00:00,5,2,2026-04-12 10:00:00,4.85,0.010290,-7.30%,2026-04-14,2026-04-14 05:10:00,0.009158,43.17,11.00%,7.2939,,6.4915,13.7854,0.0000,,,4011.63,3997.84,3997.84,3997.84,45346.87,是,中（改成20%）,弱（12%）,take_profit,0.0000%,5.0,7293.87,否,,,0.010470,1.75%,0.87%,0.010230,-0.58%,3.69%,0.010620,3.21%,3.69%,16.72%,16.72%,8.36%,,11.0%,4.8548,5.7476,0.8447,,,,
88,AIOUSDT,54.5,3.8,5.3,0.716,"$4,936,549","$5,359,647",0.921,0.0000,2026-04-12 18:00,0.126210,2026-04-12,2026-04-12 19:00:00,5,4,2026-04-12 19:00:00,1.30,0.122250,-3.14%,2026-04-12,2026-04-12 20:55:00,0.107580,1.92,12.00%,7.2939,,6.4186,13.7125,0.0000,,,4376.32,4362.61,4362.61,4362.61,49709.48,是,强（2h内默认）,强（保持30%）,take_profit,0.0000%,5.0,7293.87,否,,,0.105170,-13.97%,16.36%,0.113330,-7.30%,17.06%,0.098950,,20.20%,37.45%,16.36%,4.97%,,12.0%,1.3031,1.3299,0.9798,,,,
89,INXUSDT,72.5,5.2,4.3,1.188,"$2,713,751","$3,556,341",0.763,0.0000,2026-04-12 20:00,0.017954,2026-04-12,2026-04-12 21:00:00,5,4,2026-04-12 21:00:00,2.42,0.017673,-1.57%,2026-04-12,2026-04-12 23:40:00,0.019970,2.67,-13.00%,8.1228,,9.1787,17.3015,0.0000,,,-5279.80,-5297.10,-5297.10,-5297.10,44412.38,是,中（改成20%）,中（保持20%）,stop_loss,0.0000%,5.0,8122.77,否,,,0.017648,-0.14%,5.10%,0.020767,17.51%,5.10%,0.014644,,18.36%,31.91%,5.10%,3.30%,,,2.4235,2.8506,0.8502,,,,
90,XAGUSDT,60.1,21.9,24.7,0.887,"$105,060,208","$110,363,013",0.952,0.0000,2026-04-12 23:00,73.940000,2026-04-13,2026-04-13 00:00:00,5,2,2026-04-13 00:00:00,2.41,73.890000,-0.07%,2026-04-15,2026-04-15 23:55:00,79.520000,71.92,-7.62%,7.1163,,7.6585,14.7749,0.0000,,,-2711.12,-2725.89,-2725.89,-2725.89,41686.49,是,中（改成20%）,弱（12%）,max_hold_time,0.0683%,5.0,7116.32,否,,,74.410000,0.70%,0.16%,74.070000,0.24%,0.16%,75.770000,2.54%,0.34%,0.34%,0.34%,1.25%,,,2.4072,2.3256,1.0351,,,,
91,IMXUSDT,48.1,38.1,15.4,2.469,"$2,962,184","$3,340,519",0.887,0.0000,2026-04-13 00:00,0.139900,2026-04-13,2026-04-13 01:00:00,5,2,2026-04-13 01:00:00,1.70,0.139500,-0.29%,2026-04-15,2026-04-15 17:25:00,0.157635,64.42,-13.00%,7.6151,,8.6051,16.2202,0.0000,,,-4949.82,-4966.04,-4966.04,-4966.04,36720.45,否,中（改成20%）,弱（12%）,stop_loss,-0.1710%,5.0,7615.10,否,,,0.140500,0.72%,0.57%,0.143200,2.65%,0.57%,0.148400,6.38%,0.57%,0.57%,0.57%,0.93%,,,1.6976,1.7624,0.9632,,,,
92,ONUSDT,110.5,4.3,5.2,0.831,"$6,234,969","$5,318,714",1.172,0.0000,2026-04-13 14:00,0.141260,2026-04-13,2026-04-13 15:00:00,5,4,2026-04-13 15:00:00,1.35,0.141240,-0.01%,2026-04-13,2026-04-13 20:10:00,0.159601,5.17,-13.00%,7.6151,,8.6051,16.2202,0.0000,,,-4949.82,-4966.04,-4966.04,-4966.04,31754.41,是,中（改成20%）,中（保持20%）,stop_loss,0.0574%,5.0,7615.10,否,,,0.141190,-0.04%,9.14%,0.139300,-1.37%,9.14%,0.148060,,9.14%,21.02%,9.14%,4.82%,,,1.3502,1.2910,1.0459,,,,
93,BROCCOLI714USDT,33.2,4.7,5.5,0.856,"$4,109,189","$4,008,375",1.025,0.0000,2026-04-13 20:00,0.016760,2026-04-13,2026-04-13 21:00:00,5,4,2026-04-13 21:00:00,2.58,0.016620,-0.84%,2026-04-13,2026-04-13 23:00:00,0.017960,2.0,-8.06%,6.6716,,7.2095,13.8810,0.0000,,,-2689.50,-2703.38,-2703.38,-2703.38,29051.04,否,中（推断20%）,中（保持20%）,early_stop_loss,-0.0400%,5.0,6671.55,否,,,0.017480,5.17%,1.08%,0.015300,-7.94%,10.89%,0.015780,,10.89%,10.89%,1.08%,9.09%,,,2.5842,2.5881,0.9985,,,,
94,INUSDT,54.2,37.7,38.5,0.980,"$1,592,503","$1,802,613",0.883,0.0000,2026-04-14 00:00,0.064910,2026-04-14,2026-04-14 01:00:00,4,2,2026-04-14 01:00:00,2.13,0.064620,-0.45%,2026-04-14,2026-04-14 18:45:00,0.073021,17.75,-13.00%,6.9812,,7.8887,14.8699,0.0000,,,-4537.76,-4552.63,-4552.63,-4552.63,24498.41,是,中（改成20%）,弱（12%）,stop_loss,0.0000%,5.0,6981.16,否,,,0.063620,-1.55%,3.10%,0.065930,2.03%,6.50%,0.078670,,6.50%,6.50%,6.50%,1.55%,,,2.1260,2.0057,1.0600,,,,
95,ORDERUSDT,42.5,43.3,52.3,0.828,"$1,566,005","$1,651,030",0.949,0.0000,2026-04-14 00:00,0.060820,2026-04-14,2026-04-14 01:00:00,5,4,2026-04-14 01:00:00,2.14,0.061820,1.64%,2026-04-17,2026-04-17 00:55:00,0.062400,71.92,-0.94%,6.1162,,6.1735,12.2897,0.0000,,,-286.91,-299.20,-299.20,-299.20,24199.21,否,中（改成20%）,弱（12%）,max_hold_time,-0.1562%,5.0,6116.16,否,,,0.061670,-0.24%,2.67%,0.060800,-1.65%,4.85%,0.062870,1.70%,4.85%,4.85%,4.85%,0.61%,,,2.1447,2.0544,1.0440,,,,
96,BROCCOLI714USDT,40.7,4.7,5.5,0.856,"$4,127,399","$4,009,146",1.029,0.0000,2026-04-13 23:00,0.017380,2026-04-14,2026-04-14 00:00:00,5,4,2026-04-14 00:00:00,2.55,0.017240,-0.81%,2026-04-14,2026-04-14 06:40:00,0.015344,6.67,11.00%,6.1162,,5.4434,11.5596,0.0000,,,3363.89,3352.33,3352.33,3352.33,27551.54,是,中（改成20%）,中（保持20%）,take_profit,-0.0828%,5.0,6116.16,否,,,0.016610,-3.65%,4.99%,0.016140,-6.38%,14.10%,0.015910,,14.10%,14.10%,11.19%,4.76%,,11.0%,2.5461,2.5855,0.9848,,,,
97,COAIUSDT,83.2,4.7,4.6,1.009,"$8,855,128","$8,035,964",1.102,0.0000,2026-04-14 06:00,0.485500,2026-04-14,2026-04-14 07:00:00,5,4,2026-04-14 07:00:00,3.78,0.473500,-2.47%,2026-04-14,2026-04-14 07:55:00,0.416680,0.92,12.00%,6.7531,,5.9427,12.6958,0.0000,,,4051.86,4039.17,4039.17,4039.17,31590.71,是,强（2h内默认）,强（保持30%）,take_profit,0.0000%,5.0,6753.11,否,,,0.448100,-5.36%,15.04%,0.378000,-20.17%,25.47%,0.397300,,25.47%,25.47%,15.04%,9.25%,,,3.7847,3.4663,1.0919,,,,
98,MYXUSDT,136.9,7.2,7.2,0.997,"$20,738,162","$12,640,877",1.641,0.0000,2026-04-14 07:00,0.382200,2026-04-14,2026-04-14 08:00:00,5,4,2026-04-14 08:00:00,2.62,0.390200,2.09%,2026-04-14,2026-04-14 08:25:00,0.343376,0.42,12.00%,7.5205,,6.6181,14.1386,0.0000,,,4512.33,4498.19,4498.19,4498.19,36088.90,是,强（2h内默认）,强（保持30%）,take_profit,1.1169%,5.0,7520.55,否,,,0.351000,-10.05%,16.58%,0.289300,-25.86%,32.06%,0.330900,,32.06%,32.06%,16.58%,6.36%,,,2.6153,2.4294,1.0765,,,,
99,IOSTUSDT,75.0,29.1,94.5,0.308,"$1,251,441","$1,586,157",0.789,0.0000,2026-04-15 00:00,0.001184,2026-04-15,2026-04-15 01:00:00,4,3,2026-04-15 01:00:00,2.63,0.001167,-1.44%,2026-04-18,2026-04-18 00:55:00,0.001151,71.92,1.37%,6.9137,,6.8190,13.7327,0.0000,,,473.95,460.22,460.22,460.22,36549.12,是,中（改成20%）,弱（12%）,max_hold_time,-0.6271%,5.0,6913.74,否,,,0.001189,1.89%,1.97%,0.001098,-5.91%,7.28%,0.001113,-4.63%,7.28%,7.28%,7.28%,2.83%,,,2.6311,3.1771,0.8281,,,,
100,APRUSDT,42.8,3.1,3.7,0.857,"$16,805,271","$17,284,539",0.972,0.0000,2026-04-14 23:00,0.325570,2026-04-15,2026-04-15 00:00:00,4,3,2026-04-15 00:00:00,1.30,0.339190,4.18%,2026-04-15,2026-04-15 00:40:00,0.298487,0.67,12.00%,6.9137,,6.0841,12.9978,0.0000,,,4148.24,4135.25,4135.25,4135.25,40684.36,是,强（2h内默认）,强（保持30%）,take_profit,0.2038%,5.0,6913.74,否,,,0.318990,-5.96%,13.47%,0.231360,-31.79%,33.88%,0.235610,,35.93%,56.99%,13.47%,6.10%,,,1.2962,1.3111,0.9886,,,,
101,XANUSDT,34.8,5.8,6.6,0.883,"$1,853,979","$2,181,562",0.850,0.0000,2026-04-14 23:00,0.011173,2026-04-15,2026-04-15 00:00:00,5,4,2026-04-15 00:00:00,1.83,0.011116,-0.51%,2026-04-15,2026-04-15 07:15:00,0.009893,7.25,11.00%,7.6994,,6.8525,14.5519,0.0000,,,4234.69,4220.14,4220.14,4220.14,44904.50,否,中（改成20%）,中（保持20%）,take_profit,0.0000%,5.0,7699.44,否,,,0.010924,-1.73%,3.63%,0.010155,-8.65%,11.80%,0.010172,,14.43%,16.92%,11.26%,6.41%,,11.0%,1.8345,1.8620,0.9852,,,,
102,TRUSTUSDT,31.5,30.8,24.0,1.286,"$1,302,853","$1,751,374",0.744,0.0000,2026-04-15 08:00,0.088870,2026-04-15,2026-04-15 09:00:00,5,2,2026-04-15 09:00:00,2.78,0.087710,-1.31%,2026-04-16,2026-04-16 00:00:00,0.077185,15.0,12.00%,8.5013,,7.4811,15.9824,0.0000,,,5100.76,5084.78,5084.78,5084.78,49989.28,是,强（保持30%）,强（30%）,take_profit,0.0000%,5.0,8501.26,否,,,0.079120,-9.79%,11.53%,0.080220,-8.54%,11.53%,0.071880,,18.62%,20.48%,16.92%,8.28%,,12.0%,2.7793,3.0469,0.9122,,,,
103,ALCHUSDT,86.8,136.6,124.7,1.096,"$14,184,493","$14,963,733",0.948,0.0000,2026-04-15 17:00,0.098910,2026-04-15,2026-04-15 18:00:00,5,4,2026-04-15 18:00:00,1.25,0.097690,-1.23%,2026-04-15,2026-04-15 23:15:00,0.086944,5.25,11.00%,8.5013,,7.5661,16.0674,0.0000,,,4675.69,4659.63,4659.63,4659.63,54648.90,是,中（改成20%）,中（保持20%）,take_profit,0.2636%,5.0,8501.26,否,,,0.099670,2.03%,4.13%,0.085320,-12.66%,16.46%,0.081990,,18.53%,23.71%,16.46%,2.36%,,11.0%,1.2472,1.2852,0.9704,,,,
104,ALCHUSDT,91.4,136.6,124.7,1.096,"$14,277,563","$12,408,413",1.151,0.0000,2026-04-15 23:00,0.088350,2026-04-16,2026-04-16 00:00:00,3,3,2026-04-16 00:00:00,1.30,0.088230,-0.14%,2026-04-17,2026-04-17 01:05:00,0.079407,25.08,10.00%,10.3527,,9.3174,19.6701,0.0000,,,5176.35,5156.68,5156.68,5156.68,59805.58,否,中（改成20%）,弱（12%）,take_profit,0.1651%,5.0,10352.70,否,,,0.089080,0.96%,1.48%,0.086170,-2.33%,6.91%,0.080500,-8.76%,9.79%,18.12%,14.72%,4.03%,,10.0%,1.3020,1.3095,0.9943,,,,
105,FUSDT,37.4,78.8,168.5,0.468,"$1,908,363","$2,094,220",0.911,0.0000,2026-04-16 00:00,0.005591,2026-04-16,2026-04-16 01:00:00,4,1,2026-04-16 01:00:00,2.15,0.005598,0.13%,2026-04-19,2026-04-19 00:55:00,0.005454,71.92,2.57%,10.3527,,10.0864,20.4391,0.0000,,,1331.54,1311.10,1311.10,1311.10,61116.68,否,中（改成20%）,弱（12%）,max_hold_time,-0.0511%,5.0,10352.70,否,,,0.005637,0.70%,0.36%,0.005657,1.05%,0.39%,0.005705,1.64%,1.38%,3.64%,3.64%,1.11%,,,2.1476,2.2916,0.9372,,,,
106,MOODENGUSDT,45.1,6.2,5.1,1.226,"$3,694,186","$5,421,902",0.681,0.0000,2026-04-16 02:00,0.061600,2026-04-16,2026-04-16 03:00:00,5,2,2026-04-16 03:00:00,2.37,0.060590,-1.64%,2026-04-18,2026-04-18 17:10:00,0.053925,62.17,11.00%,10.3527,,9.2139,19.5666,0.0000,,,5693.98,5674.42,5674.42,5674.42,66791.10,是,中（改成20%）,弱（12%）,take_profit,-0.2614%,5.0,10352.70,否,,,0.060010,-0.96%,4.62%,0.055310,-8.71%,10.41%,0.058950,-2.71%,10.41%,15.32%,11.01%,2.95%,,11.0%,2.3715,2.1466,1.1048,,,,
107,ZETAUSDT,30.7,71.4,64.5,1.106,"$1,072,670","$1,524,192",0.704,0.0000,2026-04-17 00:00,0.058190,2026-04-17,2026-04-17 01:00:00,5,3,2026-04-17 01:00:00,1.95,0.058230,0.07%,2026-04-17,2026-04-17 03:00:00,0.062090,2.0,-6.63%,11.2756,,12.0231,23.2987,0.0000,,,-3737.24,-3760.54,-3760.54,-3760.54,63030.56,否,中（推断20%）,中（保持20%）,early_stop_loss,-0.0020%,5.0,11275.62,否,,,0.062950,8.11%,1.61%,0.065540,12.55%,1.61%,0.057390,,2.70%,9.48%,1.61%,12.28%,,,1.9507,1.9931,0.9787,,,,
108,TAKEUSDT,47.3,7.4,5.4,1.365,"$3,681,424","$3,592,673",1.025,0.0000,2026-04-17 04:00,0.040570,2026-04-17,2026-04-17 05:00:00,4,3,2026-04-17 05:00:00,2.49,0.042910,5.77%,2026-04-17,2026-04-17 07:35:00,0.048488,2.58,-13.00%,10.5611,,11.9341,22.4952,0.0000,,,-6864.73,-6887.22,-6887.22,-6887.22,56143.34,否,中（推断20%）,中（保持20%）,stop_loss,0.2210%,5.0,10561.12,否,,,0.044180,2.96%,11.42%,0.048000,11.86%,14.24%,0.043810,,14.24%,49.83%,11.42%,7.32%,,,2.4941,2.5211,0.9893,,,,
109,SOONUSDT,72.9,216.5,175.2,1.235,"$5,429,994","$9,336,585",0.582,0.0000,2026-04-17 05:00,0.231500,2026-04-17,2026-04-17 06:00:00,5,3,2026-04-17 06:00:00,2.65,0.243700,5.27%,2026-04-17,2026-04-17 08:45:00,0.216893,2.75,11.00%,9.2525,,8.2348,17.4873,0.0000,,,5088.90,5071.41,5071.41,5071.41,61214.75,否,中（改成20%）,中（保持20%）,take_profit,-8.2236%,5.0,9252.55,否,,,0.258900,6.24%,8.78%,0.222000,-8.90%,17.11%,0.198500,,21.01%,32.46%,12.60%,8.29%,,11.0%,2.6470,2.1746,1.2172,,,,
110,METISUSDT,229.7,14.8,16.6,0.890,"$1,879,574","$4,339,048",0.433,0.0000,2026-04-17 07:00,5.395000,2026-04-17,2026-04-17 08:00:00,5,4,2026-04-17 08:00:00,2.22,5.364000,-0.57%,2026-04-17,2026-04-17 08:20:00,4.720320,0.33,12.00%,10.2161,,8.9902,19.2063,0.0000,,,6129.67,6110.46,6110.46,6110.46,67325.21,是,强（2h内默认）,强（保持30%）,take_profit,-0.7012%,5.0,10216.11,否,,,4.704000,-12.30%,21.38%,4.393000,-18.10%,22.82%,3.781000,,30.20%,36.86%,17.79%,7.57%,,,2.2175,2.9448,0.7530,,,,
111,VANAUSDT,129.2,24.9,23.1,1.078,"$2,645,257","$3,418,876",0.774,0.0000,2026-04-17 08:00,1.507000,2026-04-17,2026-04-17 09:00:00,4,1,2026-04-17 09:00:00,2.29,1.455000,-3.45%,2026-04-20,2026-04-20 08:55:00,1.345000,71.92,7.56%,11.3771,,10.5170,21.8941,0.0000,,,4300.62,4278.73,4278.73,4278.73,71603.94,否,中（改成20%）,弱（12%）,max_hold_time,-0.2765%,5.0,11377.10,否,,,1.456000,0.07%,0.89%,1.455000,0.00%,0.89%,1.415000,-2.75%,3.23%,8.18%,8.18%,3.71%,,,2.2949,2.2690,1.0114,,,,
112,RAREUSDT,103.5,35.3,33.9,1.040,"$3,419,468","$4,087,366",0.837,0.0000,2026-04-17 23:00,0.023950,2026-04-18,2026-04-18 00:00:00,5,3,2026-04-18 00:00:00,1.89,0.023140,-3.38%,2026-04-18,2026-04-18 01:15:00,0.020363,1.25,12.00%,12.5427,,11.0376,23.5802,0.0000,,,7525.61,7502.03,7502.03,7502.03,79105.97,是,强（2h内默认）,强（保持30%）,take_profit,-0.3623%,5.0,12542.68,否,,,0.020240,-12.53%,14.22%,0.017670,-23.64%,24.63%,0.016750,,30.16%,32.80%,14.22%,3.72%,,12.0%,1.8852,1.9931,0.9459,,,,
